Bairro,Numero de quartos,Metros quadrados,Vagas de Garagem,Numero de Banheiros,Preço
Aragarça,5,250,1,3,2300000
Vila Zelina,3,104,2,3,1149900
Centro,3,92,2,2,445000
Jardim das Américas,3,84,2,2,449000
Portal de Versalhes 2,2,152,2,2,690000
Jardim Morumbi,2,44,1,1,260000
Centro,3,66,1,2,470000
Brasília,1,125,1,1,220000
Centro,3,120,1,3,550000
Centro,3,108,1,3,700000
Gleba Fazenda Palhano,3,165,2,4,1950000
Centro,2,67,2,2,280000
Centro,3,70,1,2,750000
Terra Bonita,2,70,1,2,800000
Conjunto Café,2,70,2,1,260000
Centro,3,77,1,2,350000
Jardim Planalto,2,114,2,2,300000
Gleba Fazenda Palhano,2,80,1,2,530000
San Remo,3,158,5,4,650000
Conjunto Parigot de Souza 1,2,102,4,1,225000
Andrade,5,390,4,2,1300000
Terra Bonita,3,97,1,2,980000
Brasília,3,84,2,1,340000
Antares,3,56,1,1,250000
Brasília,3,186,3,3,425000
Ouro Verde,2,45,1,1,170000
Gleba Fazenda Palhano,3,139,2,3,1600000
Esperança,5,490,4,5,7000000
Gleba Fazenda Palhano,2,85,1,2,880000
Centro,3,108,1,3,450000
Jardim Santo Antônio,4,286,2,2,980000
Brasília,3,186,2,4,1950000
Heimtal,3,112,2,3,585000
Jardim São Jorge,4,283,3,5,3890000
Portal de Versalhes 2,4,264,4,4,800000
Marumbi,2,49,1,1,139000
Roseira,3,60,2,2,270000
Centro,4,89,1,3,550000
Jardim Presidente,3,72,1,2,640000
Califórnia,3,93,2,2,400000
Coliseu,3,300,2,2,800000
Jardim Vale do Cedro,3,160,2,2,585000
Gleba Fazenda Palhano,3,100,2,2,1150000
Ouro Verde,2,45,1,1,180000
Jardim Pérola,3,115,2,2,650000
Vivendas do Arvoredo,3,178,4,4,2990000
Parque Residencial Michael Licha,3,84,2,2,350000
Nova Olinda,2,200,1,1,200000
Centro,3,86,2,2,850000
Antares,3,55,1,1,250000
Centro,4,208,2,3,1200000
Jardim Burle Marx,3,140,3,3,1250000
Centro,3,147,2,3,770000
Pacaembu,3,82,1,1,356000
Bandeirantes,5,104,3,3,640000
Conjunto Habitacional José Garcia Molina,2,53,1,1,150000
Gleba Fazenda Palhano,3,163,2,4,1200000
Recanto do Salto,3,248,4,4,1800000
Santa Rosa,2,69,1,1,596000
Marumbi,2,94,5,2,430000
Ernani Moura Lima,3,150,3,2,375000
Gleba Fazenda Palhano,2,46,1,1,285000
Vitória,3,150,2,3,890000
Gleba Fazenda Palhano,2,122,2,2,1290000
Cláudia,2,47,1,1,250000
Gleba Fazenda Palhano,3,215,3,5,2500000
Jardim do Lago,3,81,1,2,649000
Industrial,3,98,3,1,180000
Centro,3,90,2,2,445000
Brasília,2,50,1,1,450000
Gleba Fazenda Palhano,2,47,1,1,300000
Santa Rosa,3,70,2,2,630000
Brasília,3,82,1,2,350000
Esperança,3,216,4,5,2350000
Gleba Simon Frazer,4,211,4,5,1650000
Centro,2,64,1,1,215000
Colinas,3,88,1,2,350000
Jardim Agari,2,45,1,1,135000
Residencial Vila Romana,3,160,2,3,450000
Vale dos Tucanos,3,64,1,1,200000
Gleba Fazenda Palhano,3,183,3,4,2000000
Granville Parque Residencial,3,215,4,3,1550000
Brasília,2,76,2,2,240000
Leonor,2,131,5,1,460000
Jardim Paris,2,80,3,1,250000
Guanabara Parque Boulevard,3,81,2,2,600000
Veraliz,2,57,1,1,424900
Ideal,3,208,4,4,1270000
Vale dos Tucanos,2,110,1,3,350000
Alto da Colina,1,43,1,1,150000
Gleba Fazenda Palhano,3,142,2,3,1590000
Terra Bonita,3,290,4,5,2500000
Jardim Itatiaia 2,2,165,4,4,1290000
Centro,3,131,1,2,360000
Parque Leblon,3,133,1,2,390000
Jardim América,2,91,1,2,290000
Coliseu,4,10,1,2,990000
Gleba Fazenda Palhano,3,75,1,2,610000
Heimtal,3,87,2,2,390000
Jardim Montecatini,3,80,2,2,395000
Gleba Fazenda Palhano,3,110,3,4,1250000
Gleba Fazenda Palhano,4,235,4,5,3600000
Jardim Shangri-la A,2,52,1,2,395000
Vila Santa Terezinha,3,94,1,1,245000
Centro,3,86,2,2,745000
Parque Residencial Alcântara,3,280,4,4,2200000
Conjunto Habitacional Doutor Farid Libos,2,43,1,1,210000
Colina Verde,3,420,5,4,3100000
Ideal,3,70,2,2,264000
Gleba Fazenda Palhano,2,47,1,1,270000
Pinheiros,3,170,3,3,680000
San Fernando,2,52,1,1,180000
Dom Ático,4,160,5,3,798000
Jardim Pequena Londres,3,130,2,2,382000
Bela Suiça,5,650,4,2,4380000
Nova Olinda,3,81,2,2,350000
Gleba Fazenda Palhano,3,79,2,1,570000
Pacaembu,1,143,2,3,545000
Jardim América,2,69,1,2,280000
Residencial Abussafe,2,80,3,1,300000
Centro,1,45,1,1,280000
Parque Residencial Michael Licha,3,93,2,2,395000
Vivendas do Arvoredo,3,270,3,2,2920000
Brasília,3,64,1,2,471750
Jardim Higienópolis,2,77,1,2,320000
Jardim Morumbi,2,44,1,1,260000
Parque Residencial Elizabeth,3,70,5,1,420000
Colinas,2,48,1,1,200000
Califórnia,2,85,2,2,297000
Gleba Fazenda Palhano,3,167,2,5,1900000
Jardim Maria Luiza,2,41,1,1,165000
Parque das Indústrias,3,95,2,1,380000
Gleba Ribeirão Limeiro,2,52,1,1,215000
Brasília,2,70,2,1,230000
Brasília,2,81,2,2,850000
Alpes,3,175,3,3,580000
Centro,2,66,1,2,280000
Colúmbia,3,100,2,2,455900
Santa Rosa,3,182,2,5,2100000
Brasília,2,42,1,1,185000
Gleba Fazenda Palhano,3,92,2,3,900000
Jardim Tókio,3,78,2,2,330000
Parque Jamaica,2,61,1,1,450000
Brasília,3,96,2,2,450000
Jardim Tókio,2,100,2,2,450000
Ideal,3,132,1,3,250000
São Pedro,3,159,1,2,530000
Brasília,3,72,1,3,319000
Jardim das Américas,2,44,1,1,145000
Caiçaras,3,549,5,5,4700000
Gleba Fazenda Palhano,2,120,2,2,1050000
Esperança,4,375,5,5,5000000
Santa Rosa,3,207,3,5,2800000
Vila Fujita,3,120,1,2,498000
Centro,3,124,2,4,480000
Gleba Fazenda Palhano,2,81,2,2,670000
Colúmbia,2,75,1,2,240000
Jardim Santa Cruz,3,57,1,1,145000
Jardim das Américas,3,58,1,1,170000
Brasília,3,173,2,4,549000
Brasília,3,150,4,4,1050000
Gleba Fazenda Palhano,3,130,2,3,1050000
Gleba Fazenda Palhano,3,142,2,3,1720000
Hedy,3,100,1,1,225000
Jardim Agari,3,52,1,1,250000
Guanabara Parque Boulevard,2,81,1,2,650000
Conjunto Habitacional João Turquino,2,43,1,1,165000
Pinheiros,3,162,3,2,500000
Esperança,3,313,4,4,3500000
Heimtal,3,150,2,3,780000
Gleba Fazenda Palhano,2,112,2,3,1320000
Colinas,2,44,1,1,190000
Veraliz,4,150,2,3,570000
Lago Parque,4,250,3,5,990000
Monte Belo,3,120,2,3,690000
Marumbi,2,252,1,1,200000
Jardim Agari,2,92,1,2,380000
Cidade Industrial 2,4,237,1,2,1680000
Centro,1,37,1,1,385000
Gleba Fazenda Palhano,4,340,2,4,4996100
Centro,4,231,2,4,890000
Vila Larsen 1,3,140,3,2,700000
Gleba Fazenda Palhano,3,185,2,5,1850000
Gleba Fazenda Palhano,2,62,1,2,660000
Jardim Nações Unidas,2,47,1,1,170000
Conjunto Residencial Marajoara,2,48,1,1,150000
Centro,3,204,3,5,1260000
Califórnia,1,123,2,2,750000
Centro,2,52,1,1,350000
Gleba Fazenda Palhano,2,62,1,2,665000
Ernani Moura Lima,3,157,3,2,470000
Nova Olinda,2,50,1,1,120000
Ernani Moura Lima,2,90,3,1,229590
Jardim Higienópolis,4,97,1,3,389000
Jardim Santa Alice,3,90,2,1,425000
Centro,3,147,2,3,780000
Gleba Fazenda Palhano,3,181,4,5,2450000
Gleba Fazenda Palhano,2,75,2,2,760000
Jardim Colúmbia D,2,66,2,1,182000
Vila Fujita,5,178,3,3,698000
Arpoador,4,312,1,1,500000
Recanto do Salto,4,250,4,4,2700000
Aurora,3,68,1,2,549000
Brasília,4,130,2,2,290000
Brasília,3,135,3,3,330000
Terra Bonita,3,222,2,4,1600000
Centro,3,203,2,4,800000
Aurora,3,74,1,2,580000
Vivendas do Arvoredo,5,470,4,5,7500000
Centro,3,87,1,2,580000
Gleba Fazenda Palhano,3,82,2,2,595000
Parque Jamaica,3,72,1,2,530523
Gleba Fazenda Palhano,3,338,3,4,5165000
Centro,3,108,1,3,480000
Gleba Fazenda Palhano,3,110,2,1,1180000
Antares,3,56,1,1,235000
Bela Vista,3,77,1,2,369000
Parque Residencial Joaquim Toledo Piza,2,141,1,1,250000
Jardim Montecatini,1,76,2,2,340000
Nikko,3,198,3,5,2520000
Gleba Fazenda Palhano,3,99,2,2,1100000
Vale dos Tucanos,2,45,1,1,205000
Aurora,3,69,1,2,450000
Gleba Fazenda Palhano,2,44,1,1,330000
Santa Rosa,3,245,5,3,3100000
Brasília,3,91,2,2,788000
Centro,3,147,2,3,800000
Gleba Fazenda Palhano,2,46,1,1,310000
Califórnia,4,140,4,3,700000
Aurora,2,74,1,2,580000
Jardim São Tomás,3,82,1,1,350000
Nova Olinda,3,141,1,1,450000
Champagnat,3,58,1,1,330000
São Pedro,3,235,2,3,1600000
Centro,3,133,1,3,580000
Alto da Colina,1,33,1,1,140000
Pacaembu,3,185,4,2,780000
Brasília,3,248,4,4,560000
Brasília,3,69,1,2,550000
Gleba Fazenda Palhano,3,103,2,3,1199000
Santa Rosa,3,245,2,5,2300000
Santa Rita 1,3,102,1,1,285000
Andrade,3,72,1,2,530000
Esperança,4,283,4,3,3200000
Vivendas do Arvoredo,3,300,5,5,4300000
Bela Vista,3,83,1,2,345000
Selva,3,200,5,3,720000
Ouro Verde,3,113,2,2,340000
Jardim Presidente,2,79,1,1,250000
Brasília,3,77,1,2,420000
Vivendas do Arvoredo,4,332,3,5,4500000
Brasília,3,58,1,1,350000
Conjunto Habitacional Alexandre Urbanas,3,207,2,3,1700000
Brasília,3,62,1,2,390000
Esperança,2,42,1,1,230000
Jardim Morumbi,3,63,1,2,290000
Conjunto Semiramis Barros Braga,3,111,2,2,250000
Gleba Fazenda Palhano,3,185,2,4,1850000
Perobinha,2,49,1,1,145000
Esperança,5,490,5,5,7000000
Gleba Fazenda Palhano,2,45,1,1,290000
Portal de Versalhes 1,3,156,2,2,750000
Vila Filipin,4,120,4,2,470000
Jardim Burle Marx,4,118,2,3,850000
Gleba Fazenda Palhano,3,114,2,3,1600000
Terra Bonita,2,63,1,1,570000
Conjunto Habitacional Alexandre Urbanas,3,180,2,5,1290000
Jardim Guararapes,3,160,2,2,700000
Conjunto Habitacional Alexandre Urbanas,3,175,2,2,480000
Monte Belo,3,100,1,2,550000
Jardim Shangri-la A,2,52,1,1,410000
Recanto do Salto,3,286,3,5,3200000
Gleba Fazenda Palhano,3,72,1,2,575000
Centro,2,64,1,1,235000
Colina Verde,3,560,4,5,1980000
Colúmbia,3,74,2,2,360000
Centro,3,171,2,5,1000000
Gleba Fazenda Palhano,4,514,4,5,2990000
Gleba Fazenda Palhano,3,165,2,4,1900000
Gleba Fazenda Palhano,3,233,2,2,2762100
Industrial,2,71,2,1,260000
Centro,3,106,1,3,380000
Centro,4,404,3,5,1950000
Jardim Adriana I,3,69,1,1,380000
Centro,3,80,1,2,680000
Residencial Quadra Norte,2,90,2,2,270000
São Vicente,3,65,1,1,450000
Jardim Continental,3,69,1,1,210000
Gleba Fazenda Palhano,3,173,2,5,1990000
Jardim Burle Marx,3,142,2,2,1075000
Centro,4,95,1,2,450000
Cafezal,3,170,2,3,375000
Condomínio Vale do Arvoredo,4,164,4,3,1300000
Jardim São Jorge,3,159,2,5,1715000
Jardim Morumbi,3,63,1,1,350000
Jardim do Lago,3,80,1,2,680000
Gleba Fazenda Palhano,2,46,1,1,310000
Centro,3,89,1,3,550000
Jardim Morumbi,2,55,1,1,290000
Recanto Nobre,5,870,5,5,11900000
Centro,3,90,1,3,525000
Esperança,2,136,5,2,1090000
Vila Fujita,3,150,2,2,780000
Jardim Agari,2,104,2,1,285000
Gleba Simon Frazer,3,199,2,3,1400000
Monte Belo,3,166,4,2,550000
Gleba Fazenda Palhano,2,81,2,2,799000
Centro,3,147,2,4,800000
Jardim Morumbi,3,63,1,2,350000
Santa Rosa,2,77,2,2,720000
Parque Residencial Alcântara,3,230,4,3,2200000
Alto da Boa Vista,2,60,1,1,210000
Andrade,3,260,4,5,1490000
Jardim Planalto,3,112,3,2,530000
Centro,1,28,1,1,140000
Nova Olinda,2,46,1,1,125000
Brasília,3,149,4,5,1330000
Conjunto Santa Rita 6,2,70,2,1,220000
Gleba Fazenda Palhano,3,122,2,3,1300000
Cafezal,3,170,2,2,375000
Jardim Londrilar,3,176,1,4,1990000
Conjunto Residencial Itamaraty,3,72,1,1,180000
Cafezal,3,170,4,2,790000
Jardim América,3,67,1,2,460000
Brasília,3,112,1,2,410000
Leonor,3,78,1,1,265000
Parque Residencial Alcântara,4,540,4,5,2200000
Gleba Fazenda Palhano,3,164,2,5,1500000
Jardim Agari,3,117,1,1,350000
Brasília,3,129,3,3,550000
Jardim Paraná,2,70,1,1,199000
Gleba Fazenda Palhano,2,75,1,2,650000
Centro,3,84,2,2,600000
Recreio,4,60,2,2,199000
Centro,3,148,2,3,800000
Guanabara Parque Boulevard,3,91,1,2,698000
Jardim Roveri,2,70,1,1,240000
Jardim São Paulo,3,87,1,2,380000
Centro,4,280,3,5,1250000
Vale dos Tucanos,2,46,1,1,230000
Centro,4,195,3,4,1490000
Jardim São Jorge,4,283,2,5,3800000
Parigot de Souza 2,2,45,1,1,220000
Paulista,4,10,3,2,400000
Parque Leblon,3,180,2,2,520000
Jardim São Paulo II,3,59,1,1,250000
Perobinha,1,50,1,1,117500
Áurea,4,240,4,5,1650000
Centro,2,43,1,1,250000
Gleba Fazenda Palhano,4,520,4,5,3800000
Gleba Simon Frazer,3,199,4,4,1398000
Gleba Fazenda Palhano,3,181,5,4,2400000
Jardim Campos Verdes,3,164,3,2,402000
Vitória,3,70,1,1,660000
Rodocentro,5,500,4,5,4300000
Califórnia,3,182,4,3,750000
Jardim América,4,200,2,3,650000
Judith,3,84,1,2,650000
Bela Suiça,4,256,3,3,3190000
Centro,3,86,2,2,820000
Gleba Fazenda Palhano,3,124,2,3,1400000
Vivendas do Arvoredo,4,332,3,4,4800000
Gleba Fazenda Palhano,2,54,1,1,430000
Conjunto Farid Libos,2,62,1,1,264120
Parque Jamaica,3,99,2,3,639000
Colinas,2,44,1,1,213000
Gleba Fazenda Palhano,3,92,2,3,750000
Gleba Fazenda Palhano,3,139,2,3,1595000
Parque Jamaica,2,49,1,1,140000
Gleba Fazenda Palhano,2,46,1,1,319730
Parque Jamaica,3,248,4,4,1590000
Califórnia,3,103,2,1,270000
Jardim Morumbi,3,243,4,4,1500000
Vila Ipiranga,5,580,4,5,1500000
Vivendas do Arvoredo,4,374,4,5,4700000
Santa Rosa,2,77,1,2,740000
Conjunto Habitacional Alexandre Urbanas,3,208,4,4,1700000
Boa Vista,5,213,3,4,690000
Jardim São Paulo II,2,48,1,1,189000
Jardim Imagawa,3,50,1,1,135000
Alto da Boa Vista,3,135,2,3,350000
Petrópolis,3,72,2,2,689000
Brasília,2,125,1,2,555000
Olímpico,3,82,2,2,314060
Parque Jamaica,2,41,1,1,155000
Santa Rita 2,2,57,1,1,120000
Caiçaras,4,549,5,4,4699000
Quebec,4,274,4,2,1250000
Loteamento Chamonix,3,80,2,1,436000
Estância Santa Paula,4,320,4,5,2500000
Jardim Strass,2,10,1,1,130000
Esperança,3,220,2,5,2500000
Gleba Fazenda Palhano,3,137,2,4,1650000
Conjunto Habitacional Alexandre Urbanas,3,130,3,2,479000
Tucano,4,543,5,5,3895000
Residencial José B Almeida,3,80,1,2,380000
Taliana,2,47,1,1,160000
Gleba Fazenda Palhano,2,46,1,1,319500
Nossa Senhora de Lourdes,3,75,1,1,270000
Ouro Verde,2,46,1,1,179000
Gleba Fazenda Palhano,2,83,2,2,678000
Conjunto Residencial Marajoara,2,45,1,1,165000
Brasília,3,70,2,2,250000
Brasília,3,134,2,2,350000
Centro,3,94,1,2,390000
Santa Rosa,3,98,2,2,915000
Brasília,2,51,1,1,340000
Jardim Burle Marx,4,298,5,4,1400000
Gleba Fazenda Palhano,3,83,1,2,750000
Vila Brasil,4,193,3,5,698000
Jardim Imagawa,2,77,1,1,250000
Centro,3,148,2,5,1200000
Alto da Boa Vista,2,77,1,1,195000
Gleba Fazenda Palhano,2,54,2,1,440000
Vale de San Izidro,2,59,1,1,195000
Esperança,4,220,2,3,1650000
Gleba Fazenda Palhano,3,115,2,1,620000
Vila Brasil,2,54,1,1,344900
Brasília,3,82,1,2,305000
Colúmbia,3,100,2,2,452000
Gleba Fazenda Palhano,2,46,1,1,330000
Centro,3,114,1,3,590000
Recanto do Salto,5,360,3,5,3500000
Centro,3,74,1,2,580000
Jardim Higienópolis,1,45,1,1,340000
Residencial José Lázaro Gouvea,3,70,1,2,550000
Recanto do Salto,4,317,3,4,4500000
Residencial Quadra Norte,4,197,3,3,560000
Gleba Fazenda Palhano,3,82,2,2,785000
Jardim Santa Alice,3,81,2,2,350000
Centro,3,168,2,2,630000
Colinas,3,90,3,1,230000
Conjunto Habitacional José Garcia Molina,3,140,4,3,650000
Antares,3,129,1,3,550000
Colúmbia,3,216,4,5,1300000
Andrade,3,258,4,4,1290000
Aquilles Sthengel,2,65,1,1,90000
Gleba Fazenda Palhano,3,216,4,3,3390000
Gleba Fazenda Palhano,3,79,2,2,750000
Jardim Morumbi,2,48,1,1,250000
Santa Mônica,3,89,2,2,330000
Waldemar Hauer,2,75,2,1,350000
Conjunto Habitacional João Turquino,2,42,1,1,199000
Jardim São Paulo II,2,48,1,1,230000
Olímpico,3,183,2,3,1250000
Centro,3,74,1,2,580000
Gleba Fazenda Palhano,3,216,4,5,2350000
Jardim Morumbi,3,235,2,4,1600000
Gleba Fazenda Palhano,3,235,3,5,2950000
Santa Rosa,3,69,1,2,595000
Lima Azevedo,4,252,5,4,1900000
Perobinha,2,46,1,1,110000
Esperança,3,219,4,3,1800000
Jardim Sabará,2,47,1,1,180000
Aurora,3,68,1,2,520000
Gleba Fazenda Palhano,3,216,4,5,2400000
Brasília,3,111,2,3,1166000
Parque Residencial Alcântara,4,515,4,5,3500000
Esperança,3,260,4,5,2400000
Centro,4,283,2,5,1200000
Centro,2,64,1,2,440000
Nikko,3,154,2,4,1600000
Esperança,3,523,4,5,2500000
Gleba Fazenda Palhano,2,54,2,1,549000
Terra Bonita,2,62,1,2,650000
Jardim Portal dos Pioneiros,2,140,3,2,710000
Dom Bosco,3,80,1,1,330000
Gleba Fazenda Palhano,2,81,2,2,820000
Centro,3,89,1,2,480000
Gleba Fazenda Palhano,3,80,2,2,770000
João Paz,3,200,2,1,180000
Gleba Fazenda Palhano,2,62,1,2,590000
Jardim Indianápolis,3,80,1,1,250000
Iguaçu,3,440,2,5,1900000
Vale dos Tucanos,2,44,1,1,239000
Gleba Fazenda Palhano,3,199,3,5,1850000
Conjunto Habitacional Alexandre Urbanas,3,146,4,3,1180000
Conjunto Habitacional Violim,2,50,1,1,260000
Gleba Fazenda Palhano,3,236,3,5,3100000
Igapó,2,225,4,3,1850000
Vila Casoni,3,230,2,2,430000
Conjunto Habitacional João Turquino,2,45,1,1,200000
Gleba Fazenda Palhano,3,181,4,5,2400000
Gleba Fazenda Palhano,3,90,2,2,890000
Jardim Morumbi,3,58,1,1,240000
Jardim Portal de Itamaracá,3,117,2,2,610000
Jardim ltaparica,3,80,2,1,330000
Parque Residencial Alcântara,3,265,4,3,2200000
Jardim Montecatini,3,70,1,1,266000
Brasília,2,47,1,1,179200
Esperança,3,220,4,4,2200000
Jardim Bandeirantes,2,60,1,1,170000
Centro,2,60,1,1,270000
Brasília,3,180,2,2,420000
Rodocentro,4,290,4,5,4500000
Vitória,3,71,2,2,735000
Conjunto Habitacional Alexandre Urbanas,3,216,4,4,1550000
Colinas,2,41,1,1,170000
Brasília,3,118,4,2,550000
Colinas,2,80,2,1,350000
Centro,1,40,1,1,180000
Brasília,3,58,2,1,359000
Monte Belo,3,186,4,3,1120000
Paulista,3,130,2,3,800000
Centro,3,92,1,2,390000
Conjunto Residencial Itamaraty,3,72,1,1,220000
Guanabara Parque Boulevard,3,89,2,2,1000000
Vila Rica,4,276,3,3,830000
Centro,3,136,1,3,250000
Cafezal,3,120,3,3,700000
Jardim Morumbi,2,150,2,2,550000
Jardim Maria Luiza,3,100,4,2,369650
Centro,2,59,1,2,600000
Vivendas do Arvoredo,4,314,2,5,3495000
Jardim Santa Cruz,3,58,1,1,160000
Cidade Industrial 2,2,53,1,1,210000
Jardim Tókio,2,70,1,1,300000
Brasília,1,125,1,1,220000
São Pedro,2,48,1,1,172000
Gleba Fazenda Palhano,2,62,1,2,585000
Centro,3,100,1,3,430000
Brasília,2,48,1,1,190000
Jardim Nações Unidas,3,64,1,1,240000
Centro,2,86,2,2,750000
Cafezal,3,274,2,2,800000
Parque Jamaica,3,162,4,3,1400000
Jardim Shangri-la A,3,67,1,2,498000
Jardim Sabará,2,196,3,1,498000
Gleba Fazenda Palhano,3,80,2,2,619000
Brasília,2,100,1,2,285000
Centro,1,31,1,1,150000
Residencial José B Almeida,3,74,2,2,530000
Centro,3,170,2,4,550000
Centro,4,487,3,4,1750000
Gleba Fazenda Palhano,4,410,4,5,3600000
Colina Verde,3,410,5,4,3100000
Parque Jamaica,3,71,1,2,355000
Mediterrâneo,4,250,4,5,1900000
Gleba Fazenda Palhano,3,114,2,2,900000
Parque Jamaica,3,72,2,2,600000
Esperança,3,276,4,5,4200000
Jardim Santos Paulo,3,187,2,2,800000
Bandeirantes,3,174,2,1,495000
Universitário,3,260,5,5,1490000
Waldemar Hauer,5,950,5,5,14500000
Mediterrâneo,4,500,5,5,1980000
Centro,4,405,2,5,1800000
Brasília,3,100,2,1,350000
Califórnia,2,47,1,1,130000
Cidade Industrial 2,2,45,1,1,195000
Residencial José Lázaro Gouvea,3,70,1,2,545000
Gleba Fazenda Palhano,3,167,2,5,2500000
Nova Olinda,2,55,1,1,160000
Jardim Montecatini,3,75,2,2,385000
Cidade Industrial 2,2,41,1,1,220000
Aurora,3,70,1,2,500000
Esperança,3,313,4,4,3500000
Centro,3,228,3,5,1030000
Jardim Maria Celina,2,52,2,1,210000
Eliza,4,280,1,1,320000
Conjunto Café,3,83,1,1,240000
Gleba Fazenda Palhano,4,510,5,5,3600000
Santa Rosa,3,207,3,4,2800000
Brasília,1,53,5,1,550000
Centro,3,108,1,3,480000
Centro,3,90,1,2,450000
Colinas,2,65,1,2,319040
Gleba Fazenda Palhano,3,97,2,3,590000
Centro,3,70,1,1,320000
Maringá,3,197,2,2,1890000
Jardim Morumbi,2,111,1,1,230000
Jardim Itatiaia 2,3,171,4,2,1200000
Tarobá,3,193,4,2,440000
Gleba Fazenda Palhano,3,167,2,5,2600000
São Lourenço,3,200,5,1,400000
Conjunto Habitacional Alexandre Urbanas,2,70,2,1,250000
Gleba Fazenda Palhano,2,46,1,1,320000
Vila Larsen 1,3,89,1,3,315000
Centro,3,160,2,3,760000
Cafezal,3,120,2,1,300000
Gleba Fazenda Palhano,3,110,2,3,1250000
Portuguesa,3,74,1,2,265000
Aurora,2,55,1,2,432500
Alto da Boa Vista,3,136,1,2,550000
Brasília,3,144,4,2,370000
Gleba Fazenda Palhano,3,117,2,2,750000
Gleba Fazenda Palhano,3,130,2,2,1100000
Centro,4,257,2,4,860000
Centro,4,208,2,4,778000
Esperança,4,313,4,4,3400000
Monte Belo,3,186,4,2,1120000
Vale dos Tucanos,2,44,1,1,275000
Brasília,4,160,5,2,356500
Gleba Fazenda Palhano,2,45,1,1,259000
Jardim Graziela,3,85,1,2,477000
Centro,3,213,4,1,900000
São Pedro,2,49,1,1,150000
Jardim das Palmeiras,3,89,2,1,320000
Jardim Tarumã,1,290,3,3,980000
Gleba Fazenda Palhano,3,76,1,2,488000
Gleba Fazenda Palhano,3,216,4,5,2500000
Esperança,3,335,2,5,3590000
Vivendas do Arvoredo,4,264,2,5,3300000
Terra Bonita,3,70,1,1,565000
Guanabara Parque Boulevard,3,80,2,2,690000
Heimtal,3,106,2,2,480000
Brasília,2,50,1,1,450000
Terra Bonita,4,285,2,5,2180000
Residencial Veneza,3,120,1,1,250000
Brasília,3,215,2,3,690000
Heimtal,3,128,2,3,650000
Gleba Fazenda Palhano,3,81,2,2,890000
Gleba Fazenda Palhano,2,54,1,1,395000
Andrade,3,56,1,1,280000
Industrial,2,52,1,1,180000
Gleba Fazenda Palhano,3,77,2,2,630000
São Vicente,2,54,1,2,250000
Gleba Fazenda Palhano,3,207,3,4,2800000
Jardim Agari,2,56,1,2,495000
Jardim das Américas,2,44,1,1,149000
Cambezinho,3,59,1,1,295000
Califórnia,2,215,3,2,540000
Gleba Ribeirão Limeiro,2,47,1,1,235000
Jardim Higienópolis,1,51,1,1,370000
Jardim Burle Marx,4,171,2,5,850000
Gleba Fazenda Palhano,2,74,1,2,825000
Brasília,2,63,1,1,299000
Terra Bonita,2,91,3,1,560000
Jardim Shangri-la A,3,67,1,2,580000
Santa Rosa,3,303,2,4,2180000
Vila Siam,3,69,1,2,500000
Aurora,3,63,1,2,420000
Centro,3,138,2,3,597000
Conjunto Cafezal 1,5,220,4,3,640000
Gleba Ribeirão Limeiro,2,44,1,1,235000
Centro,3,176,2,2,750000
Gleba Simon Frazer,3,144,2,4,1180000
Waldemar Hauer,3,115,2,2,350000
Brasília,2,105,3,1,320000
Conjunto Residencial Marajoara,3,129,2,3,395000
Gleba Fazenda Palhano,2,47,1,1,359000
Vale dos Tucanos,2,46,1,1,181000
Centro,3,128,2,3,1380000
Jardim Shangri-la A,3,67,1,2,480000
Andrade,3,88,1,3,380000
Aurora,3,67,1,1,410000
Colinas,2,45,1,1,215000
Aurora,3,75,1,2,660000
Jardim Tropical,3,99,2,2,330000
Conjunto Habitacional Maria Cecília Serrano de Oliveira,3,104,1,1,168000
Jardim Guararapes,2,107,2,2,420100
Gleba Fazenda Palhano,3,130,2,3,950000
Jardim Alah,4,264,3,3,820000
Esperança,5,570,4,5,5800000
Gleba Fazenda Palhano,2,73,1,2,650000
Esperança,3,216,4,4,2350000
Cidade Industrial 2,2,70,1,1,210000
Gleba Fazenda Palhano,3,181,3,5,1950000
Gleba Fazenda Palhano,3,79,2,2,550000
Terra Bonita,3,130,4,3,925000
Esperança,3,277,4,5,2200000
Gleba Fazenda Palhano,3,148,2,4,1800000
Cidade Industrial 2,2,46,1,1,165000
Jardim Shangri-la A,2,67,1,2,583000
Ideal,5,217,4,2,400000
Aeroporto,3,60,1,1,260000
Centro,2,50,1,1,175000
Santa Rosa,2,69,1,2,600000
Centro,4,117,1,3,459000
Gleba Fazenda Palhano,3,75,1,2,557000
Waldemar Hauer,3,205,5,3,310000
Nova Olinda,2,50,1,1,155000
Jardim Tarumã,3,135,2,3,575000
Ideal,3,54,1,1,470000
Operária,3,286,4,5,2100000
Aquilles Sthengel,2,100,1,1,250000
Gleba Simon Frazer,3,88,2,1,420000
Parque Jamaica,3,124,2,4,1123622
Brasília,2,84,1,1,180000
Santa Rosa,4,95,1,2,1200000
Jardim Montecatini,2,69,2,1,325000
Quebec,4,304,2,3,1200000
Vivendas do Arvoredo,4,327,4,5,5500000
Califórnia,2,119,2,2,350000
Gleba Fazenda Palhano,3,165,2,3,1950000
Santa Rosa,3,98,2,2,980000
Residencial Abussafe,3,120,1,2,450000
Santa Izabel,2,48,1,1,189000
Jardim Oriente,3,200,2,3,550000
Gleba Fazenda Palhano,2,62,1,2,600000
